Neurog3>0_raw,Neurog3>0_scaled,cell,cell_ontology_class,cell_ontology_id,cluster.ids,free_annotation,mouse.id,mouse.sex,plate.barcode,subsetA,subsetA_cluster.ids,subsetB,subsetB_cluster.ids,subsetC,subsetC_cluster.ids,subsetD,subsetD_cluster.ids,subsetE,subsetE_cluster.ids,subtissue,tissue,tissue_tSNE_1,tissue_tSNE_2
,,B17.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-5.102907454254181,27.63701324170465
,,B18.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,23.38956698308773,-14.728935055759075
,,B18.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-38.05667735488743,2.5234885220719216
,,B18.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,6.674045674466645,27.81043882343527
,,B18.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-36.054137656201405,-5.0733725011468565
,,B18.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,8.984272962976732,-9.302649217043037
,,B18.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-5.201784841464869,8.927121733663821
,,B19.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,19.003401094250034,25.62334071782993
,,B19.B001750.3_38_F.1.1,macrophage,CL:0000235,5,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-17.3216622637135,-39.71624980538918
,,B19.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,6.836713693060418,-0.2399832725716863
,,B19.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,20.797133902215744,-2.3957588836115793
,,B19.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-6.985817916062128,-29.79217711167719
,,B19.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,1.3134524728075083,0.9681244327566983
,,B2.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,24.17130926417931,19.00288386259371
,,B2.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,14.462861407883466,-23.263380757817373
,,B2.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,18.572895877422887,-18.466715130299963
,,B2.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,0.1888976290243449,24.66359431617442
,,B2.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,3.654211770303872,25.665360769950556
,,B2.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-40.00301545539725,3.909724465201915
,,B20.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,7.669230208881018,-26.081996811970026
,,B20.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,20.314536153996254,-18.36100650411461
,,B20.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,16.203298837446052,12.347562190452884
,,B20.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,15.546694019136524,13.952432997392284
,,B20.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,27.033023353535985,14.574210944265795
,,B20.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-9.053797690206412,16.218430750616413
,,B21.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,0.1624057769778391,12.834331893136651
,,B21.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-40.04193015314495,-0.9625095147876908
,,B21.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-25.752283950918923,-12.021973489490232
,,B21.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,24.858904051214623,-12.367664994973907
,,B21.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,23.72953779548855,-13.100989784334184
,,B21.MAA000779.3_11_M.1.1,macrophage,CL:0000235,5,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-18.465921475812053,-36.852736926699855
,,B22.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,12.481700032080386,16.602414566587285
,,B22.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,8.179462862160666,-25.196526677337303
,,B22.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,16.516262491122948,-4.849349238873033
,,B22.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-28.442241701568523,-13.340144119969914
,,B22.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,27.622274828147983,4.958614489285425
,,B22.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-40.68183540361978,3.8042485814997287
,,B3.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,18.657115537708194,25.705030074829484
,,B3.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-33.483974659200676,-14.073540558399026
,,B3.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,12.59256835492086,-3.7479283784157498
,,B3.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,8.742333945815389,-22.479160234846415
,,B3.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-17.013556130211953,17.52945760957953
,,B4.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,19.642368187708257,18.540280054206928
,,B4.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-32.903950291582696,-5.720786068976891
,,B4.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-15.236880915106568,-22.3290446328048
,,B4.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,15.99787110276781,12.754679586178938
,,B4.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,19.49949726802514,19.81866625389651
,,B4.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-34.664864742516635,-1.7144307173011049
,,B5.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,18.229040003788864,25.490951776425277
,,B5.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,7.869466261998887,-22.19240882734713
,,B5.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,12.48583038260498,9.37926427352016
,,B5.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,25.66226454572748,4.861737414469991
,,B5.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,22.42981582071628,-1.108391416814745
,,B5.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-6.849188747779505,22.542657739742
,,B6.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,23.99218096769204,18.13924900224256
,,B6.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,8.71986102641107,-2.9600718505860177
,,B6.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-28.57966356582563,-7.077897831325319
,,B6.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-33.058689419067385,-8.527587753764976
,,B6.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-18.246319435723244,-18.265442212165112
,,B6.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-12.591699091830472,23.8809020864238
,,B7.B000971.3_39_F.1.1,B cell,CL:0000236,3,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-6.0212953186602185,28.00554253273061
,,B7.B001750.3_38_F.1.1,B cell,CL:0000236,4,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-11.841252519126783,-5.884039805159116
,,B7.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-33.08519911441202,-12.154860393792346
,,B7.MAA000559.3_8_M.1.1,B cell,CL:0000236,4,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-7.0661253267174695,-4.2926872553540765
,,B7.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,20.374382061218945,-7.340635163421331
,,B7.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-35.23458002304557,-2.281247367390536
,,B8.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,17.219741494202207,-14.685149934324324
,,B8.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,11.504304302710937,9.262034377207014
,,B8.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,23.722392884967626,-6.6162701791433
,,B8.MAA000559.3_8_M.1.1,B cell,CL:0000236,3,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-6.8648559909479205,16.13031321962562
,,B8.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-40.036193134353965,4.4707440309780235
,,B9.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,23.01951937187336,21.165247377157353
,,B9.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,7.476093802246902,-28.385203688473673
,,B9.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,16.386017866399225,20.96012307729163
,,B9.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,15.794985550969535,13.246954772124653
,,B9.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.611863812600872,-14.717200566314302
,,C1.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,18.655482643396255,21.95086129493233
,,C1.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,24.14681097287827,-5.9294132446738335
,,C1.MAA000508.3_9_M.1.1,T cell,CL:0000084,1,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-27.04725341808981,-14.490560588161909
,,C1.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,32.00753368729782,-2.693044990707326
,,C1.MAA000776.3_10_M.1.1,B cell,CL:0000236,4,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-7.34781401083963,-3.7702230193328914
,,C1.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-1.9872228426458869,17.699108062328882
,,C10.B000971.3_39_F.1.1,macrophage,CL:0000235,5,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-17.980633059058675,-42.58601646430591
,,C10.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,22.94454401606595,-16.772413225857733
,,C10.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-32.397769839223784,-7.191990569190082
,,C10.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-4.9469641377839455,9.356342787933178
,,C11.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-18.01035078384697,-19.724339953218895
,,C11.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,10.802476023430238,-0.3379691419868119
,,C11.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,30.22420233071348,8.999538745616158
,,C11.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-20.817555054644693,-13.964369364977276
,,C12.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-33.76624711774581,-4.40505127503706
,,C12.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-24.47726606423567,-15.040614745957589
,,C12.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,16.68946791381643,-23.737905271283413
,,C12.MAA000779.3_11_M.1.1,B cell,CL:0000236,4,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-14.925282398889468,-1.2582556306032346
,,C13.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,20.94129216076946,6.587072635675378
,,C13.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-25.68251283143812,-15.700028937111831
,,C13.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-19.128800670891987,-15.430772833351336
,,C13.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-15.205980999598838,12.993007770087216
,,C14.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,12.905963740106117,16.095332838820042
,,C14.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,18.71590672349701,4.4749524913176755
,,C14.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,6.195352278836047,12.087252652740464
,,C14.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,19.4397908001417,7.921653785206791
,,C14.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-10.758686513882868,15.565885888980826
,,C15.B000971.3_39_F.1.1,B cell,CL:0000236,3,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-16.63907336504828,24.47139128004129
,,C15.B001750.3_38_F.1.1,macrophage,CL:0000235,5,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-18.487743879495103,-41.40431040871
,,C15.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-31.64928477705259,-11.69692165081343
,,C15.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-37.6199396216366,1.096495102568835
,,C15.MAA000779.3_11_M.1.1,B cell,CL:0000236,0,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,2.160020418640032,-2.28564397113676
,,C16.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,21.33701714669154,21.06022752499283
,,C16.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,20.421747649970943,-14.257034022270298
,,C16.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,18.98829250376968,27.301474527594053
,,C16.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,22.949757030483976,-16.870578334883184
,,C16.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-4.937915917506514,10.07655946290167
,,C17.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,17.23720862123115,25.39547466888958
,,C17.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,29.286272036762156,-0.4403836253049688
,,C17.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,25.15192815094352,-6.388512899713162
,,C17.MAA000776.3_10_M.1.1,T cell,CL:0000084,1,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,-37.81378469022295,-5.063713804758713
,,C17.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-2.381458497318501,17.709258413678306
,,C18.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-20.986613119588828,-18.572488761269625
,,C18.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,3.6019174533573266,15.080922235771665
,,C18.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,1.473435465453233,23.991446514262048
,,C18.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,22.016958257098377,14.950114558143792
,,C18.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,26.637060711955534,9.738098997571484
,,C18.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-40.30537368880799,5.6928912331850965
,,C19.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,22.953920226090965,-7.98410024336432
,,C19.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,10.880028633816424,14.256840665723498
,,C19.MAA000508.3_9_M.1.1,B cell,CL:0000236,3,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,-15.578694705214222,5.21920402361758
,,C19.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,29.20632228401721,9.40303944371516
,,C19.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,2.6732181875249825,20.636743341641186
,,C19.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-40.59335132141643,3.8890105185694384
,,C2.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,4.763556859937737,29.245986070081035
,,C2.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,3.9307407189986376,22.013268734143328
,,C2.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,19.97828700966792,-13.08401051704148
,,C2.MAA000559.3_8_M.1.1,T cell,CL:0000084,1,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-38.70671553259687,-4.264145198807986
,,C2.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,21.781584889195123,22.17213705328925
,,C2.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.387768173567057,19.7594604382172
,,C20.B000971.3_39_F.1.1,B cell,CL:0000236,2,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,5.2920468071832305,-22.52253976725273
,,C20.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,11.60196495137066,24.33448147965576
,,C20.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,15.410035118765649,22.53285316064707
,,C20.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,23.99767390709341,-11.723804715757227
,,C20.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-15.892599350436203,11.312659406894474
,,C21.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-18.337611227975952,-19.352681428179952
,,C21.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,19.214545492966877,-20.76913922136971
,,C21.MAA000559.3_8_M.1.1,B cell,CL:0000236,2,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,13.430071039662367,-10.93845002218637
,,C21.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,16.090803098113632,24.663403241232928
,,C21.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-15.485850013634618,15.52117429692396
,,C22.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,24.478776051966538,12.975643480661445
,,C22.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,23.672107492565488,-2.588332768228013
,,C22.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,8.215162784017831,-10.683249921467008
,,C22.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,22.740801777851647,13.170397282825723
,,C22.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,5.046572272139468,30.805842511806965
,,C22.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-9.44032053515193,15.967110435066877
,,C3.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-24.363763967493433,-17.849973128847143
,,C3.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,15.803613130012724,-8.115304869290608
,,C3.MAA000508.3_9_M.1.1,B cell,CL:0000236,2,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,7.117419722621705,-23.81802236489139
,,C3.MAA000559.3_8_M.1.1,B cell,CL:0000236,3,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,-3.427459429066143,4.699236229083546
,,C3.MAA000776.3_10_M.1.1,B cell,CL:0000236,2,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,10.9353386812854,-24.551049289503737
,,C3.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-8.552543893865067,16.418824704913806
,,C4.B000971.3_39_F.1.1,B cell,CL:0000236,0,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,28.10731428364656,1.5301605737928377
,,C4.B001750.3_38_F.1.1,B cell,CL:0000236,2,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,6.545011730469331,-28.610121739660386
,,C4.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,15.752515274473124,15.670503251194956
,,C4.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,26.160318035738285,17.485654739185573
,,C4.MAA000776.3_10_M.1.1,B cell,CL:0000236,0,,3_10_M,M,MAA000776,,,,,,,,,,,,Spleen,24.466685064324786,-5.70420370494899
,,C4.MAA000779.3_11_M.1.1,B cell,CL:0000236,3,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-11.665460841379376,19.08257416066721
,,C5.B000971.3_39_F.1.1,T cell,CL:0000084,1,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-39.9878089138922,-2.071442854594396
,,C5.B001750.3_38_F.1.1,T cell,CL:0000084,1,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,-19.975717515229046,-14.22928644036999
,,C5.MAA000508.3_9_M.1.1,B cell,CL:0000236,0,,3_9_M,M,MAA000508,,,,,,,,,,,,Spleen,5.80419571234812,17.029831896041383
,,C5.MAA000559.3_8_M.1.1,B cell,CL:0000236,0,,3_8_M,M,MAA000559,,,,,,,,,,,,Spleen,26.15784516003571,4.858086414357507
,,C5.MAA000779.3_11_M.1.1,T cell,CL:0000084,1,,3_11_M,M,MAA000779,,,,,,,,,,,,Spleen,-38.179561314420546,5.275830222287086
,,C6.B000971.3_39_F.1.1,B cell,CL:0000236,3,,3_39_F,F,B000971,,,,,,,,,,,,Spleen,-4.493092841310678,29.25473906114714
,,C6.B001750.3_38_F.1.1,B cell,CL:0000236,0,,3_38_F,F,B001750,,,,,,,,,,,,Spleen,20.883741627926337,22.504045154883247
